question,intent
Compare team performance and tire strategies in the British GP.,multi_table_query
How did the weather affect tire strategy in the Australian GP?,multi_table_query
How did the weather affect tire strategy in the Canadian GP?,multi_table_query
Show me qualifying and race results for Russell.,multi_table_query
Compare team performance and tire strategies in the British GP.,multi_table_query
How did the weather affect tire strategy in the British GP?,multi_table_query
How did the weather affect tire strategy in the Japanese GP?,multi_table_query
Compare team performance and tire strategies in the Monaco GP.,multi_table_query
Show me qualifying and race results for Leclerc.,multi_table_query
Compare team performance and tire strategies in the Spanish GP.,multi_table_query
Show me qualifying and race results for Hamilton.,multi_table_query
Show me qualifying and race results for Russell.,multi_table_query
Compare team performance and tire strategies in the Monaco GP.,multi_table_query
How did the weather affect tire strategy in the Canadian GP?,multi_table_query
Compare team performance and tire strategies in the Spanish GP.,multi_table_query
Compare team performance and tire strategies in the Spanish GP.,multi_table_query
Show me qualifying and race results for Leclerc.,multi_table_query
Show me qualifying and race results for Verstappen.,multi_table_query
How did the weather affect tire strategy in the Spanish GP?,multi_table_query
Compare team performance and tire strategies in the Australian GP.,multi_table_query
How did the weather affect tire strategy in the Japanese GP?,multi_table_query
Compare team performance and tire strategies in the Canadian GP.,multi_table_query
Show me qualifying and race results for Sainz.,multi_table_query
How did the weather affect tire strategy in the Canadian GP?,multi_table_query
Show me qualifying and race results for Leclerc.,multi_table_query
How did the weather affect tire strategy in the Australian GP?,multi_table_query
Compare team performance and tire strategies in the Australian GP.,multi_table_query
How did the weather affect tire strategy in the Japanese GP?,multi_table_query
Show me qualifying and race results for Sainz.,multi_table_query
Show me qualifying and race results for Norris.,multi_table_query
How did the weather affect tire strategy in the Australian GP?,multi_table_query
Compare team performance and tire strategies in the Australian GP.,multi_table_query
How did the weather affect tire strategy in the British GP?,multi_table_query
Show me qualifying and race results for Norris.,multi_table_query
Compare team performance and tire strategies in the British GP.,multi_table_query
Show me qualifying and race results for Russell.,multi_table_query
Compare team performance and tire strategies in the British GP.,multi_table_query
Show me qualifying and race results for Sainz.,multi_table_query
Show me qualifying and race results for Verstappen.,multi_table_query
How did the weather affect tire strategy in the British GP?,multi_table_query
Compare team performance and tire strategies in the Monaco GP.,multi_table_query
How did the weather affect tire strategy in the British GP?,multi_table_query
Show me qualifying and race results for Verstappen.,multi_table_query
Show me qualifying and race results for Hamilton.,multi_table_query
Compare team performance and tire strategies in the Monaco GP.,multi_table_query
Compare team performance and tire strategies in the Monaco GP.,multi_table_query
Show me qualifying and race results for Sainz.,multi_table_query
Show me qualifying and race results for Hamilton.,multi_table_query
How did the weather affect tire strategy in the Monaco GP?,multi_table_query
Compare team performance and tire strategies in the Japanese GP.,multi_table_query
Show me qualifying and race results for Norris.,multi_table_query
Show me qualifying and race results for Hamilton.,multi_table_query
Compare team performance and tire strategies in the Australian GP.,multi_table_query
Show me qualifying and race results for Russell.,multi_table_query
How did the weather affect tire strategy in the Australian GP?,multi_table_query
How did the weather affect tire strategy in the British GP?,multi_table_query
How did the weather affect tire strategy in the British GP?,multi_table_query
Compare team performance and tire strategies in the Japanese GP.,multi_table_query
How did the weather affect tire strategy in the Canadian GP?,multi_table_query
Compare team performance and tire strategies in the Monaco GP.,multi_table_query
Show me qualifying and race results for Leclerc.,multi_table_query
Compare team performance and tire strategies in the British GP.,multi_table_query
Show me qualifying and race results for Verstappen.,multi_table_query
Compare team performance and tire strategies in the Canadian GP.,multi_table_query
How did the weather affect tire strategy in the Spanish GP?,multi_table_query
Show me qualifying and race results for Verstappen.,multi_table_query
Show me qualifying and race results for Verstappen.,multi_table_query
Show me qualifying and race results for Russell.,multi_table_query
Show me qualifying and race results for Russell.,multi_table_query
How did the weather affect tire strategy in the British GP?,multi_table_query
Compare team performance and tire strategies in the Australian GP.,multi_table_query
How did the weather affect tire strategy in the Canadian GP?,multi_table_query
How did the weather affect tire strategy in the Spanish GP?,multi_table_query
How did the weather affect tire strategy in the Japanese GP?,multi_table_query
Show me qualifying and race results for Sainz.,multi_table_query
Show me qualifying and race results for Sainz.,multi_table_query
Show me qualifying and race results for Leclerc.,multi_table_query
Compare team performance and tire strategies in the British GP.,multi_table_query
Show me qualifying and race results for Verstappen.,multi_table_query
Compare team performance and tire strategies in the Spanish GP.,multi_table_query
How did the weather affect tire strategy in the Japanese GP?,multi_table_query
How did the weather affect tire strategy in the Spanish GP?,multi_table_query
Compare team performance and tire strategies in the British GP.,multi_table_query
Show me qualifying and race results for Russell.,multi_table_query
Show me qualifying and race results for Norris.,multi_table_query
Give me the highlights from the Canadian GP.,general_inquiry
What happened in the Australian GP?,general_inquiry
Give me the highlights from the Monaco GP.,general_inquiry
What happened in the Australian GP?,general_inquiry
Tell me about the recent F1 race.,general_inquiry
Tell me about the recent F1 race.,general_inquiry
What happened in the Japanese GP?,general_inquiry
Give me the highlights from the Monaco GP.,general_inquiry
Give me the highlights from the Monaco GP.,general_inquiry
What happened in the Spanish GP?,general_inquiry
Give me the highlights from the British GP.,general_inquiry
Give me the highlights from the British GP.,general_inquiry
Tell me about the recent F1 race.,general_inquiry
Tell me about the recent F1 race.,general_inquiry
Give me the highlights from the Canadian GP.,general_inquiry
What happened in the Spanish GP?,general_inquiry
What happened in the Australian GP?,general_inquiry
What happened in the Canadian GP?,general_inquiry
Tell me about the recent F1 race.,general_inquiry
Tell me about the recent F1 race.,general_inquiry
What happened in the Japanese GP?,general_inquiry
What happened in the Canadian GP?,general_inquiry
Tell me about the recent F1 race.,general_inquiry
Tell me about the recent F1 race.,general_inquiry
Tell me about the recent F1 race.,general_inquiry
Tell me about the recent F1 race.,general_inquiry
What happened in the Japanese GP?,general_inquiry
Tell me about the recent F1 race.,general_inquiry
Give me the highlights from the British GP.,general_inquiry
Give me the highlights from the British GP.,general_inquiry
What happened in the Monaco GP?,general_inquiry
Tell me about the recent F1 race.,general_inquiry
Give me the highlights from the Australian GP.,general_inquiry
Give me the highlights from the Japanese GP.,general_inquiry
Tell me about the recent F1 race.,general_inquiry
Tell me about the recent F1 race.,general_inquiry
What happened in the Japanese GP?,general_inquiry
What happened in the Spanish GP?,general_inquiry
What happened in the Canadian GP?,general_inquiry
Tell me about the recent F1 race.,general_inquiry
What happened in the Canadian GP?,general_inquiry
Give me the highlights from the Australian GP.,general_inquiry
Tell me about the recent F1 race.,general_inquiry
Tell me about the recent F1 race.,general_inquiry
Give me the highlights from the British GP.,general_inquiry
What happened in the Canadian GP?,general_inquiry
Tell me about the recent F1 race.,general_inquiry
What happened in the Canadian GP?,general_inquiry
Tell me about the recent F1 race.,general_inquiry
Tell me about the recent F1 race.,general_inquiry
What happened in the Japanese GP?,general_inquiry
Give me the highlights from the Spanish GP.,general_inquiry
Tell me about the recent F1 race.,general_inquiry
Give me the highlights from the Japanese GP.,general_inquiry
Give me the highlights from the Australian GP.,general_inquiry
Tell me about the recent F1 race.,general_inquiry
Give me the highlights from the Canadian GP.,general_inquiry
Tell me about the recent F1 race.,general_inquiry
Tell me about the recent F1 race.,general_inquiry
Give me the highlights from the British GP.,general_inquiry
What happened in the Australian GP?,general_inquiry
What happened in the Monaco GP?,general_inquiry
Tell me about the recent F1 race.,general_inquiry
Give me the highlights from the Monaco GP.,general_inquiry
What happened in the Canadian GP?,general_inquiry
Tell me about the recent F1 race.,general_inquiry
Tell me about the recent F1 race.,general_inquiry
Tell me about the recent F1 race.,general_inquiry
Tell me about the recent F1 race.,general_inquiry
Tell me about the recent F1 race.,general_inquiry
Tell me about the recent F1 race.,general_inquiry
What happened in the British GP?,general_inquiry
What happened in the Australian GP?,general_inquiry
Give me the highlights from the British GP.,general_inquiry
What happened in the Monaco GP?,general_inquiry
Give me the highlights from the Canadian GP.,general_inquiry
What happened in the British GP?,general_inquiry
Give me the highlights from the Monaco GP.,general_inquiry
Tell me about the recent F1 race.,general_inquiry
Tell me about the recent F1 race.,general_inquiry
What happened in the Japanese GP?,general_inquiry
What happened in the British GP?,general_inquiry
What happened in the Monaco GP?,general_inquiry
What happened in the Japanese GP?,general_inquiry
Tell me about the recent F1 race.,general_inquiry
Tell me about the recent F1 race.,general_inquiry
Tell me about the recent F1 race.,general_inquiry
Tell me about the recent F1 race.,general_inquiry
Give me the highlights from the Spanish GP.,general_inquiry
Give me the highlights from the Monaco GP.,general_inquiry
Give me the highlights from the Japanese GP.,general_inquiry
Tell me about the recent F1 race.,general_inquiry
Tell me about the recent F1 race.,general_inquiry
What happened in the Canadian GP?,general_inquiry
Tell me about the recent F1 race.,general_inquiry
What happened in the Australian GP?,general_inquiry
Give me the highlights from the Monaco GP.,general_inquiry
Give me the highlights from the Monaco GP.,general_inquiry
What happened in the Japanese GP?,general_inquiry
Tell me about the recent F1 race.,general_inquiry
"Tell me about qualifying results, fastest laps","qualifying_results, fastest_laps"
"Tell me about fastest laps, general inquiry","fastest_laps, general_inquiry"
"Tell me about driver performance, weather conditions, qualifying results","driver_performance, weather_conditions, qualifying_results"
"Tell me about position changes, qualifying results, pit stops, tire strategy","position_changes, qualifying_results, pit_stops, tire_strategy"
"Tell me about qualifying results, multi table query, race control","qualifying_results, multi_table_query, race_control"
"Tell me about fastest laps, team performance, qualifying results","fastest_laps, team_performance, qualifying_results"
"Tell me about multi table query, race results, driver performance","multi_table_query, race_results, driver_performance"
"Tell me about qualifying results, multi table query, position changes, meeting schedule","qualifying_results, multi_table_query, position_changes, meeting_schedule"
"Tell me about driver performance, race control, tire strategy","driver_performance, race_control, tire_strategy"
"Tell me about multi table query, position changes, team performance, race control","multi_table_query, position_changes, team_performance, race_control"
"Tell me about weather conditions, team performance","weather_conditions, team_performance"
"Tell me about qualifying results, team performance, race results","qualifying_results, team_performance, race_results"
"Tell me about tire strategy, pit stops","tire_strategy, pit_stops"
"Tell me about meeting schedule, team performance, race control","meeting_schedule, team_performance, race_control"
"Tell me about position changes, qualifying results, driver performance","position_changes, qualifying_results, driver_performance"
"Tell me about fastest laps, team performance, multi table query, pit stops","fastest_laps, team_performance, multi_table_query, pit_stops"
"Tell me about lap times, position changes, multi table query","lap_times, position_changes, multi_table_query"
"Tell me about position changes, general inquiry, race results, multi table query","position_changes, general_inquiry, race_results, multi_table_query"
"Tell me about general inquiry, pit stops, lap times","general_inquiry, pit_stops, lap_times"
"Tell me about weather conditions, general inquiry, team performance, multi table query","weather_conditions, general_inquiry, team_performance, multi_table_query"
"Tell me about pit stops, multi table query, driver performance","pit_stops, multi_table_query, driver_performance"
"Tell me about meeting schedule, fastest laps, position changes","meeting_schedule, fastest_laps, position_changes"
"Tell me about fastest laps, multi table query","fastest_laps, multi_table_query"
"Tell me about lap times, tire strategy, position changes","lap_times, tire_strategy, position_changes"
"Tell me about fastest laps, lap times","fastest_laps, lap_times"
"Tell me about multi table query, race control, lap times","multi_table_query, race_control, lap_times"
"Tell me about fastest laps, multi table query, position changes, qualifying results","fastest_laps, multi_table_query, position_changes, qualifying_results"
"Tell me about weather conditions, tire strategy, lap times","weather_conditions, tire_strategy, lap_times"
"Tell me about general inquiry, tire strategy, qualifying results","general_inquiry, tire_strategy, qualifying_results"
"Tell me about fastest laps, qualifying results, multi table query, team performance","fastest_laps, qualifying_results, multi_table_query, team_performance"
"Tell me about team performance, multi table query, tire strategy, race control","team_performance, multi_table_query, tire_strategy, race_control"
"Tell me about race control, driver performance","race_control, driver_performance"
"Tell me about team performance, tire strategy, meeting schedule, fastest laps","team_performance, tire_strategy, meeting_schedule, fastest_laps"
"Tell me about weather conditions, meeting schedule, driver performance, multi table query","weather_conditions, meeting_schedule, driver_performance, multi_table_query"
"Tell me about tire strategy, pit stops","tire_strategy, pit_stops"
"Tell me about team performance, lap times","team_performance, lap_times"
"Tell me about lap times, fastest laps, pit stops","lap_times, fastest_laps, pit_stops"
"Tell me about position changes, multi table query, tire strategy, general inquiry","position_changes, multi_table_query, tire_strategy, general_inquiry"
"Tell me about meeting schedule, race results, position changes","meeting_schedule, race_results, position_changes"
"Tell me about meeting schedule, multi table query, lap times, qualifying results","meeting_schedule, multi_table_query, lap_times, qualifying_results"
"Tell me about driver performance, race results, lap times","driver_performance, race_results, lap_times"
"Tell me about team performance, weather conditions, general inquiry","team_performance, weather_conditions, general_inquiry"
"Tell me about driver performance, position changes","driver_performance, position_changes"
"Tell me about fastest laps, weather conditions, race control","fastest_laps, weather_conditions, race_control"
"Tell me about race results, team performance, general inquiry","race_results, team_performance, general_inquiry"
"Tell me about weather conditions, multi table query","weather_conditions, multi_table_query"
"Tell me about general inquiry, weather conditions, pit stops, meeting schedule","general_inquiry, weather_conditions, pit_stops, meeting_schedule"
"Tell me about tire strategy, position changes","tire_strategy, position_changes"
"Tell me about qualifying results, pit stops","qualifying_results, pit_stops"
"Tell me about fastest laps, race results","fastest_laps, race_results"
"Tell me about race control, general inquiry, race results, weather conditions","race_control, general_inquiry, race_results, weather_conditions"
"Tell me about meeting schedule, position changes, race control","meeting_schedule, position_changes, race_control"
"Tell me about race control, race results","race_control, race_results"
"Tell me about position changes, driver performance, qualifying results, general inquiry","position_changes, driver_performance, qualifying_results, general_inquiry"
"Tell me about race control, position changes, lap times","race_control, position_changes, lap_times"
"Tell me about general inquiry, multi table query, weather conditions","general_inquiry, multi_table_query, weather_conditions"
"Tell me about lap times, pit stops","lap_times, pit_stops"
"Tell me about lap times, weather conditions","lap_times, weather_conditions"
"Tell me about tire strategy, qualifying results","tire_strategy, qualifying_results"
"Tell me about qualifying results, race control, tire strategy, team performance","qualifying_results, race_control, tire_strategy, team_performance"
"Tell me about position changes, meeting schedule","position_changes, meeting_schedule"
"Tell me about meeting schedule, position changes, pit stops, multi table query","meeting_schedule, position_changes, pit_stops, multi_table_query"
"Tell me about lap times, driver performance, tire strategy, multi table query","lap_times, driver_performance, tire_strategy, multi_table_query"
"Tell me about weather conditions, tire strategy, lap times","weather_conditions, tire_strategy, lap_times"
"Tell me about general inquiry, fastest laps, driver performance","general_inquiry, fastest_laps, driver_performance"
"Tell me about qualifying results, race results","qualifying_results, race_results"
"Tell me about pit stops, multi table query, race control, position changes","pit_stops, multi_table_query, race_control, position_changes"
"Tell me about general inquiry, lap times, fastest laps","general_inquiry, lap_times, fastest_laps"
"Tell me about multi table query, pit stops","multi_table_query, pit_stops"
"Tell me about tire strategy, meeting schedule","tire_strategy, meeting_schedule"
"Tell me about pit stops, multi table query, driver performance, fastest laps","pit_stops, multi_table_query, driver_performance, fastest_laps"
"Tell me about race results, pit stops, fastest laps, multi table query","race_results, pit_stops, fastest_laps, multi_table_query"
"Tell me about pit stops, tire strategy","pit_stops, tire_strategy"
"Tell me about race results, general inquiry, tire strategy","race_results, general_inquiry, tire_strategy"
"Tell me about lap times, qualifying results, pit stops","lap_times, qualifying_results, pit_stops"
